region,origin,body_type,make,model,trim,transmission,fuel_type,usage,eng_capacity,year_man,mileage,selling_price
asia,japan,hatchback,mazda,2,,automatic,petrol,locally_used,2000,2013,95630,1900000
asia,japan,hatchback,mazda,2,,automatic,petrol,foreign_used,1300,2014,48000,790000
asia,japan,saloon,mazda,6,,automatic,diesel,foreign_used,2000,2013,150000,1380000
asia,japan,saloon,mazda,6,,automatic,diesel,locally_used,2000,2013,150000,1380000
asia,japan,saloon,mazda,6,,automatic,petrol,locally_used,2000,2011,107300,1180000
asia,japan,saloon,mazda,6,,automatic,petrol,foreign_used,2000,2015,67000,1750000
asia,japan,coupe,toyota,86,,manual,petrol,locally_used,2000,2012,93287,1800000
asia,japan,coupe,toyota,86,,manual,petrol,foreign_used,2000,2014,81509,1950000
asia,japan,saloon,toyota,110,,automatic,petrol,locally_used,1500,1998,238399,200000
asia,japan,saloon,toyota,110,,manual,petrol,locally_used,1500,1995,250000,290000
asia,japan,saloon,toyota,110,,automatic,petrol,foreign_used,1500,1998,221478,350000
europe,france,hatchback,peugeot,203,,automatic,petrol,foreign_used,1300,2014,72556,1150000
europe,france,hatchback,peugeot,203,,automatic,petrol,locally_used,1300,2014,72556,1150000
europe,france,minicar,peugeot,206,filou,manual,petrol,locally_used,1600,2007,158809,250000
europe,france,minicar,peugeot,206,,manual,petrol,locally_used,1600,2002,126484,345000
europe,france,minicar,peugeot,206,,manual,petrol,locally_used,1600,2006,87126,330000
europe,france,convertible,peugeot,207,,automatic,petrol,locally_used,1600,2010,84000,599000
europe,france,convertible,peugeot,207,,manual,petrol,locally_used,1400,2008,125000,580000
europe,france,convertible,peugeot,207,,automatic,petrol,locally_used,1600,2011,105000,770000
europe,france,convertible,peugeot,207,,automatic,petrol,locally_used,1400,2010,84000,599000
europe,france,convertible,peugeot,207,xs,automatic,petrol,locally_used,1600,2006,44393,650000
europe,france,minicar,peugeot,208,,manual,petrol,locally_used,1600,2013,71000,1150000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,40000,980000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,40000,950000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,40115,980000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,53000,990000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1600,2014,53000,950000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,56942,999000
europe,france,minicar,peugeot,208,,automatic,petrol,locally_used,1200,2014,56942,999000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1600,2014,72000,950000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1600,2014,76217,1300000
europe,france,minicar,peugeot,208,,automatic,petrol,locally_used,1600,2014,76217,1300000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,80000,1050000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1500,2014,83000,1250000
europe,france,minicar,peugeot,208,,automatic,petrol,locally_used,1500,2014,83000,1250000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1400,2014,90000,990000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,101000,880000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,102000,1050000
europe,france,minicar,peugeot,208,,automatic,petrol,locally_used,1200,2014,102000,1050000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1600,2014,72556,995000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,72556,950000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,72556,990000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1600,2014,72556,950000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2015,71896,980000
europe,france,minicar,peugeot,208,,automatic,petrol,locally_used,1200,2015,71896,980000
europe,france,minicar,peugeot,208,,automatic,petrol,locally_used,1200,2015,62191,980000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,105362,1800000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,104535,845000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2015,101000,1050000
europe,france,minicar,peugeot,208,,manual,petrol,foreign_used,1600,2013,90000,1280000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,89000,1050000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,78000,1550000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,56942,990000
europe,france,minicar,peugeot,208,,automatic,petrol,foreign_used,1200,2014,54000,950000
europe,sweden,saloon,volvo,240,,manual,petrol,locally_used,2000,1987,156000,350000
europe,france,hatchback,peugeot,307,,automatic,petrol,locally_used,1500,2005,165843,440000
europe,france,hatchback,peugeot,307,,automatic,petrol,locally_used,1600,2007,145112,450000
europe,france,hatchback,peugeot,307,,manual,petrol,locally_used,1600,2005,250000,300000
europe,france,hatchback,peugeot,307,,manual,petrol,locally_used,1600,1998,231000,390000
europe,france,hatchback,peugeot,307,,automatic,petrol,locally_used,1600,2005,173000,480000
europe,france,hatchback,peugeot,307,,automatic,petrol,locally_used,1600,2005,100000,470000
europe,france,hatchback,peugeot,308,,automatic,petrol,foreign_used,1600,2012,90000,1300000
europe,france,hatchback,peugeot,308,,automatic,petrol,locally_used,1600,2012,90000,1300000
europe,france,hatchback,peugeot,308,,automatic,petrol,locally_used,1600,2013,62198,1250000
europe,france,hatchback,peugeot,308,,automatic,petrol,foreign_used,1400,2013,81941,1300000
europe,france,hatchback,peugeot,308,,automatic,petrol,foreign_used,1200,2014,86000,1450000
europe,france,hatchback,peugeot,308,,automatic,petrol,locally_used,1200,2014,86000,1450000
europe,france,hatchback,peugeot,308,,automatic,petrol,locally_used,1600,2010,139000,600000
europe,france,hatchback,peugeot,308,,automatic,petrol,foreign_used,1600,2012,90000,1250000
europe,france,hatchback,peugeot,308,,automatic,petrol,foreign_used,1600,2014,60000,1350000
europe,france,hatchback,peugeot,308,,automatic,petrol,foreign_used,1600,2013,56712,1350000
europe,france,saloon,peugeot,405,,manual,petrol,locally_used,1600,1999,180000,210000
europe,france,saloon,peugeot,406,,manual,petrol,locally_used,1800,1997,248764,395000
europe,france,saloon,peugeot,406,,manual,petrol,locally_used,1800,1999,132460,325000
europe,france,saloon,peugeot,406,coupe,manual,petrol,locally_used,2000,1998,200000,370000
europe,france,saloon,peugeot,406,,manual,petrol,locally_used,2000,2003,195243,290000
europe,france,saloon,peugeot,406,,manual,petrol,locally_used,1800,1999,133000,325000
europe,france,saloon,peugeot,406,,manual,petrol,locally_used,2000,2007,116000,350000
europe,france,saloon,peugeot,505,,manual,petrol,locally_used,1800,1990,250000,270000
europe,france,saloon,peugeot,508,hdi,automatic,petrol,foreign_used,1600,2014,65000,2850000
europe,france,saloon,peugeot,508,thp,automatic,petrol,foreign_used,1600,2012,98052,1280000
europe,france,saloon,peugeot,508,thp,automatic,petrol,foreign_used,1600,2013,82000,1550000
europe,france,saloon,peugeot,508,vti,automatic,petrol,foreign_used,1600,2013,48652,1480000
europe,france,saloon,peugeot,508,,automatic,petrol,locally_used,1600,2012,98052,1280000
europe,france,saloon,peugeot,508,,automatic,petrol,foreign_used,1600,2013,121000,1550000
europe,france,saloon,peugeot,508,,automatic,petrol,locally_used,1600,2013,121000,1550000
europe,france,saloon,peugeot,508,,automatic,petrol,locally_used,1600,2014,65000,2850000
europe,france,saloon,peugeot,508,,automatic,petrol,locally_used,1600,2014,72556,2900000
europe,france,saloon,peugeot,508,,automatic,petrol,locally_used,1600,2011,112653,1300000
europe,france,saloon,peugeot,508,,automatic,petrol,foreign_used,1600,2014,91000,2500000
europe,france,saloon,peugeot,508,,automatic,petrol,foreign_used,1600,2013,78523,1480000
europe,france,saloon,peugeot,508,,automatic,petrol,foreign_used,1600,2014,65000,3000000
europe,france,saloon,peugeot,508,,automatic,petrol,foreign_used,1600,2015,65000,3000000
europe,france,saloon,peugeot,508,,automatic,petrol,foreign_used,1600,2014,65000,2950000
europe,sweden,saloon,volvo,740,,manual,petrol,locally_used,2000,1986,213877,315000
asia,japan,pickup,nissan,1400,,automatic,petrol,locally_used,1500,2011,75000,540000
europe,france,suv,peugeot,2008,,automatic,petrol,foreign_used,1200,2014,142000,1300000
europe,france,suv,peugeot,2008,,automatic,petrol,foreign_used,1200,2014,85000,1550000
europe,france,suv,peugeot,3008,,automatic,petrol,foreign_used,1600,2014,61000,1470000
europe,france,wagon,peugeot,5008,,automatic,petrol,foreign_used,1600,2013,122000,1550000
europe,france,wagon,peugeot,5008,,automatic,petrol,foreign_used,1600,2014,84000,1670000
europe,france,wagon,peugeot,5008,,automatic,petrol,foreign_used,1600,2014,83649,1550000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2008,134747,680000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2013,90000,1100000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2013,82921,1200000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1400,2014,55000,1490000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2014,61780,1300000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,68965,1350000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2014,70000,1550000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,92000,1290000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,122091,1500000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2014,122091,1500000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,72556,1550000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1500,2014,72556,1400000
europe,germany,hatchback,bmw,1-series,120i,automatic,petrol,locally_used,2000,2005,145000,690000
europe,germany,hatchback,bmw,1-series,120i,automatic,petrol,locally_used,1600,2014,48000,1600000
europe,germany,hatchback,bmw,1-series,120i,automatic,petrol,foreign_used,1800,2014,65896,1450000
europe,germany,hatchback,bmw,1-series,120i,automatic,petrol,foreign_used,1800,2014,72556,1600000
europe,germany,hatchback,bmw,1-series,,automatic,petrol,foreign_used,2500,2014,54732,2200000
europe,germany,hatchback,bmw,1-series,,automatic,petrol,locally_used,2500,2014,54732,2200000
europe,germany,hatchback,bmw,1-series,,automatic,petrol,locally_used,2000,2014,58000,2300000
europe,germany,hatchback,bmw,1-series,,automatic,petrol,foreign_used,1600,2014,87000,1750000
europe,germany,hatchback,bmw,1-series,,automatic,petrol,locally_used,2000,2014,72556,2300000
europe,germany,hatchback,bmw,1-series,120i,automatic,petrol,foreign_used,1800,2012,61567,1040000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2007,128996,750000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2011,115000,960000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,locally_used,1600,2007,113000,665000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,93000,1390000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,92000,1430000
europe,germany,hatchback,bmw,1-series,120i,automatic,petrol,foreign_used,1600,2013,88000,1700000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,87896,1385000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,83000,1550000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2013,83000,1490000
europe,germany,hatchback,bmw,1-series,120i,automatic,petrol,foreign_used,1600,2014,80000,1600000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,75000,1480000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,74000,1280000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,68000,1680000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,68000,1500000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,61000,1290000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,2000,2014,56000,1350000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2013,56000,1250000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,53200,1450000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,48000,1600000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,47000,1450000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,40000,1450000
europe,germany,hatchback,bmw,1-series,116i,automatic,petrol,foreign_used,1600,2014,36000,1600000
asia,japan,coupe,nissan,200sx,,automatic,petrol,locally_used,2000,2014,64000,2400000
asia,japan,coupe,nissan,200sx,,automatic,petrol,locally_used,2000,2014,69000,2250000
europe,germany,convertible,bmw,2-series,,automatic,petrol,locally_used,1800,2009,124382,2800000
america,usa,saloon,chrysler,300c,luxury series,automatic,diesel,foreign_used,3000,2013,143689,2550000
europe,germany,saloon,bmw,3-series,316i,manual,petrol,locally_used,1600,1994,200000,289000
europe,germany,saloon,bmw,3-series,318i,automatic,petrol,locally_used,2000,2003,91000,650000
europe,germany,saloon,bmw,3-series,318i,automatic,petrol,locally_used,2000,2007,145112,350000
europe,germany,saloon,bmw,3-series,318i,automatic,petrol,foreign_used,2000,2010,114017,999000
europe,germany,saloon,bmw,3-series,320ci,automatic,diesel,locally_used,2200,2005,144000,745000
europe,germany,saloon,bmw,3-series,320ci,automatic,diesel,locally_used,2000,2005,165843,745000
europe,germany,saloon,bmw,3-series,320d,automatic,diesel,foreign_used,2000,2013,94877,2300000
europe,germany,saloon,bmw,3-series,320d,automatic,diesel,locally_used,2000,2013,94877,2300000
europe,germany,saloon,bmw,3-series,320d,automatic,petrol,locally_used,2000,2013,82921,1790000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2005,111119,703500
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2006,126894,790000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2006,155478,765000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2007,93000,749000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2009,49884,990000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2009,98000,1000000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2009,124382,1200000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2009,124382,810000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2010,94000,1250000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2011,117000,1200000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2012,54000,2000000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2012,62350,2200000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2012,71000,2000000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2012,105800,2000000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2012,93287,2400000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,1800,2013,48000,2150000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2013,56000,2300000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2013,60100,2090000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2014,21000,2600000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2014,21000,2600000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2014,44000,2250000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,1600,2014,47000,2100000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2014,49000,2750000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2014,49000,2750000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2014,60185,2100000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2014,61080,2150000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2014,65896,2050000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2014,81986,2500000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2014,136401,2380000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2014,136401,2380000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2200,2014,151800,2550000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2014,72556,2100000
europe,germany,saloon,bmw,3-series,328i,automatic,petrol,foreign_used,2000,2014,68965,2450000
europe,germany,saloon,bmw,3-series,328i,automatic,petrol,foreign_used,1800,2014,73000,2300000
europe,germany,saloon,bmw,3-series,328i,automatic,petrol,foreign_used,3000,2014,108000,4300000
europe,germany,saloon,bmw,3-series,328i,automatic,petrol,locally_used,3000,2014,108000,4300000
europe,germany,saloon,bmw,3-series,gt,automatic,petrol,foreign_used,2000,2014,96000,2500000
europe,germany,saloon,bmw,3-series,gt,automatic,petrol,locally_used,2000,2014,96000,2500000
europe,germany,saloon,bmw,3-series,,automatic,petrol,locally_used,2000,2012,91000,1700000
europe,germany,saloon,bmw,3-series,318i,automatic,petrol,foreign_used,1500,2014,65132,1900000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,1800,2014,52000,2400000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2007,184000,730000
europe,germany,saloon,bmw,3-series,318i,automatic,petrol,locally_used,2000,2004,158202,650000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2008,152000,880000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2011,140000,1260000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2010,138000,1200000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2008,124263,1285000
europe,germany,saloon,bmw,3-series,330i,automatic,petrol,locally_used,2000,2007,112000,690000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2014,105000,2490000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2013,98000,2995000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2012,92000,1780000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2012,92000,1750000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2011,89000,1380000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2013,86000,2250000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2013,85000,1780000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2012,79000,1700000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2015,63000,2200000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2012,62000,2300000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2013,48000,2090000
europe,germany,saloon,bmw,3-series,316i,automatic,petrol,foreign_used,2000,2014,42587,2300000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,locally_used,2000,2012,39562,1670000
europe,germany,saloon,bmw,3-series,320i,automatic,petrol,foreign_used,2000,2014,30000,2400000
asia,japan,suv,toyota,4runner,,manual,diesel,locally_used,3000,1998,210000,570000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,locally_used,2500,2012,104000,1850000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,locally_used,2000,2012,114891,1700000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,locally_used,2000,2012,115460,1800000
europe,germany,saloon,bmw,5-series,523i,automatic,petrol,foreign_used,2000,2012,97900,2650000
europe,germany,saloon,bmw,5-series,523i,automatic,petrol,locally_used,2000,2012,97900,2650000
europe,germany,saloon,bmw,5-series,523i,automatic,diesel,foreign_used,2500,2013,80937,2580000
europe,germany,saloon,bmw,5-series,523i,automatic,petrol,foreign_used,2000,2013,117000,2200000
europe,germany,saloon,bmw,5-series,528i,automatic,petrol,locally_used,2800,2011,152850,1890000
europe,germany,saloon,bmw,5-series,528i,automatic,petrol,locally_used,2000,2014,39000,3000000
europe,germany,saloon,bmw,5-series,528i,automatic,petrol,foreign_used,2000,2014,78654,2750000
europe,germany,saloon,bmw,5-series,530i,automatic,petrol,foreign_used,2400,2014,51000,2600000
europe,germany,saloon,bmw,5-series,530i,automatic,petrol,locally_used,2400,2014,51000,2600000
europe,germany,saloon,bmw,5-series,,automatic,diesel,locally_used,3000,2015,60709,6000000
europe,germany,saloon,bmw,5-series,528i,automatic,petrol,locally_used,2800,2011,152830,1890000
europe,germany,saloon,bmw,5-series,528i,automatic,petrol,locally_used,2800,2011,152827,1690000
europe,germany,saloon,bmw,5-series,523i,automatic,petrol,locally_used,2000,2011,142000,2100000
europe,germany,saloon,bmw,5-series,535d,automatic,diesel,locally_used,3200,2010,128000,1490000
europe,germany,saloon,bmw,5-series,523i,automatic,petrol,locally_used,2500,2012,122000,2200000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,locally_used,2000,2002,119000,970000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,locally_used,2000,2012,115000,1700000
europe,germany,saloon,bmw,5-series,523i,automatic,petrol,locally_used,2000,2011,98000,2350000
europe,germany,saloon,bmw,5-series,535i,automatic,petrol,foreign_used,3000,2013,77000,3295000
europe,germany,saloon,bmw,5-series,523i,automatic,petrol,foreign_used,2000,2014,77000,2680000
europe,germany,saloon,bmw,5-series,535i,automatic,petrol,foreign_used,3000,2013,76000,3495000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,foreign_used,2000,2014,75000,2600000
europe,germany,saloon,bmw,5-series,528i,automatic,petrol,locally_used,3000,2011,55000,2350000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,locally_used,2000,2013,54700,2480000
europe,germany,saloon,bmw,5-series,528i,automatic,petrol,foreign_used,2000,2014,50000,2600000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,foreign_used,2000,2014,50000,2500000
europe,germany,saloon,bmw,5-series,523i,automatic,petrol,foreign_used,2000,2014,49285,2850000
europe,germany,saloon,bmw,5-series,520i,automatic,petrol,foreign_used,2000,2014,43000,2750000
europe,germany,saloon,bmw,7-series,740i,automatic,petrol,foreign_used,3000,2009,86000,3300000
europe,germany,saloon,bmw,7-series,750li,automatic,petrol,locally_used,4400,2011,78000,3600000
europe,germany,saloon,bmw,7-series,750li,automatic,petrol,locally_used,4400,2011,103652,2499000
europe,germany,saloon,bmw,7-series,sport,automatic,petrol,foreign_used,3000,2010,86000,3200000
europe,germany,saloon,bmw,7-series,,automatic,petrol,locally_used,3000,2010,92000,2550000
europe,germany,saloon,bmw,7-series,,automatic,petrol,foreign_used,3000,2010,114017,3500000
europe,germany,saloon,bmw,7-series,,automatic,petrol,locally_used,3000,2015,79000,4000000
europe,germany,saloon,bmw,7-series,,automatic,petrol,locally_used,3000,2015,62191,4000000
europe,germany,saloon,bmw,7-series,740i msport,automatic,petrol,locally_used,3000,2010,81000,3500000
europe,germany,saloon,bmw,7-series,730li,automatic,diesel,locally_used,3000,2010,80000,3500000
europe,germany,convertible,audi,a3,fsi,automatic,petrol,locally_used,1400,2012,142000,1050000
europe,germany,convertible,audi,a3,fsi,automatic,petrol,foreign_used,1400,2013,99000,1390000
europe,germany,convertible,audi,a3,fsi,automatic,petrol,foreign_used,1400,2014,56000,1580000
europe,germany,convertible,audi,a3,fsi,automatic,petrol,foreign_used,1400,2014,68000,1980000
europe,germany,convertible,audi,a3,fsi,automatic,petrol,foreign_used,1400,2014,85000,1850000
europe,germany,convertible,audi,a3,fsi,automatic,petrol,foreign_used,1400,2014,107915,2100000
europe,germany,convertible,audi,a3,fsi,automatic,petrol,foreign_used,1400,2014,123000,1750000
europe,germany,convertible,audi,a3,fsi,automatic,petrol,foreign_used,1400,2014,72556,1500000
europe,germany,convertible,audi,a3,tfsi,automatic,petrol,foreign_used,2000,2014,90000,3300000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1800,2010,104200,950000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,2000,2012,142000,1050000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2013,99000,1390000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1400,2014,63101,1550000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2014,68000,1980000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1400,2014,74000,1750000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2014,74000,1750000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2014,74403,1750000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2014,85000,1850000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1400,2014,86000,1580000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,2000,2014,90000,3300000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1400,2014,107003,1700000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2014,107003,1700000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2014,107915,2100000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2014,123000,1750000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2014,72556,1750000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1800,2014,72556,1950000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1800,2010,138000,980000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1400,2014,106000,1600000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2010,104200,950000
europe,germany,convertible,audi,a3,,automatic,petrol,locally_used,1400,2010,104200,890000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1400,2013,99000,1380000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,2000,2014,89000,2750000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1600,2014,82000,1730000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1400,2014,78000,1850000
europe,germany,convertible,audi,a3,,automatic,petrol,foreign_used,1400,2014,74000,1660000
europe,germany,convertible,audi,a3,tfsi,automatic,petrol,foreign_used,1400,2012,71226,1600000
europe,germany,convertible,audi,a4,,automatic,petrol,locally_used,1800,2011,103652,2400000
europe,germany,convertible,audi,a4,,automatic,petrol,locally_used,1800,2012,97000,1750000
europe,germany,convertible,audi,a4,avant,automatic,petrol,foreign_used,2000,2014,103000,2195000
europe,germany,convertible,audi,a4,quattro,automatic,petrol,foreign_used,2000,2012,93567,1720000
europe,germany,convertible,audi,a4,quattro,automatic,petrol,locally_used,2000,2012,93287,2450000
europe,germany,convertible,audi,a4,quattro,automatic,petrol,foreign_used,2000,2014,30524,2490000
